
"A chave da prosperidade",,"uploads/bibliografias/liv200_0.jpg","A Chave da prosperidade é de autoria de Cleber Saffi, numa cuidada e vistosa edição da Literalis Editora, também de Porto Alegre.
O autor é médico pediatra, pós-graduado em Psicologia Infantil e em Homeopatia.
Estudioso do comportamento humano, com formação em PNL, Cleber Saffi, num livro de mais de 230 páginas, vai tecendo colocações e sugestões bastante interessantes e originais, em constante diálogo com o leitor, um curso em que os capítulos são aulas de lições de vida.
A carência também é de fundo bibliográfico.Há que se tomar como exemplo o curso, transformado em livro, ministrado por Richard Bandler e John Grinder, Sapos em Príncipes, em que na última página lá está, a bibliografia.

Comentário de João Nicolau Carvalho, publicado no Golfinho nº83 de DEZ/2001

Editora: Literalis
ISBN: 8588709015
Escrito por: Cleber Saffi","2015-08-26 03:28:58"
"A Decisão de Percorrer Novos Caminhos",,"uploads/bibliografias/liv130_0.jpg","Às vezes você tem a sensação de que todas as coisas acontecem obedecendo a roteiros imutáveis? Algo o impede de optar por novos caminhos, abandonando seus monótonos limites? Você se sente preso a trilhas sempre usadas e gastas? Já pensou por que isso acontece com você? Na verdade, o fato de não conseguirmos deixar para trás as coisas às quais estamos acostumados e achar difícil optar por novos caminhos tem um motivo principal: quase todas as nossas decisões são tomadas de forma inconsciente. No entanto, você pode modificar essa forma de encarar a vida.

Este livro lhe mostra como você pode tomar a iniciativa e aprender a autoadministração criativa sem maiores problemas.

O programa Psycho-Power proposto por Barbara Schott tem como base técnicas e exercícios testados com sucesso no setor administrativo, bem como exercícios de Programação Neurolinguística (PNL). Todos esses exercícios são apresentados de uma forma que você pode assimilar e repetir facilmente.


Título original: Andere Wege wagen
Editora: Cultrix
ISBN: 8531605008, 9788531605000
Escrito por: Barbara Schott
","2015-08-26 03:33:30"
"A Eficácia da Comunicação",,"uploads/bibliografias/liv179_0.jpg","Acaba de ser lançado o livro ""A eficácia da Comunicação"" de Sérgio Miranda pela Qualitymark Editora, Rio de Janeiro. Sérgio Miranda é Administrador de Empresas, especialista em Gestão Organizacional e dá consultoria na área de Recursos Humanos, com ênfase em Comunicação e Programação Neurolinguística. Ministra cursos e palestras.

Associando ferramentas da PNL com técnicas específicas de comunicação, esclarece o autor, na Introdução, que a sua proposta ""é oferecer subsídios para quem queira ou precise conhecer e/ou aperfeiçoar a sua comunicação interpessoal, principalmente aqueles que trabalham na área de educação, treinamento, vendas, marketing, negociação, ou necessitam, de alguma forma, se comunicar com o público"".

Delimitado o espaço temático, Sérgio Miranda vai desfiando, em estilo objetivo, concisamente, os meandros e mapas que compõem o processo comunicacional. Começa mostrando como funcionam os nossos ""mapas"", a partir de um dos pressupostos básicos da PNL que Bandler e Grinder foram buscar na semântica geral de Alfred Korzybski: ""o mapa não é o território"". (E, implicitamente, enuncia também a grande ausente - a Bibliografia. O autor, no texto, cita apostilas de George Szenészi, livro de David Schwartz, frases de Lair Ribeiro, e outros, mas esquece de agregar uma bibliografia que tornaria a obra, qualitativamente, muito mais rica e academicamente mais fácil de ser utilizada.)

Registrado o senão, tomamos conhecimento, a partir do capítulo 2, com a mudança consciente do Estado Mental, como se comunicar através da mente, voz e corpo; preparatórios cultural, organizacionais, vocais, fisiológicos e genéricos para uma eficaz comunicação com o público. O capítulo 5 trata com simplicidade eficiente dos sistemas representacionais. Os seis adentra em ""Rapport"", trabalhando formas de estabelecer a sintonia: fisiologia, espelhamentos, tom de voz, etc.etc., são definidos e exemplificados.

Requisitos para se alcançar objetivos, flexibilidade e técnicas para exercitá-la, paradigmas, testes para quebrar padrões, metamodelo de linguagem, identificação e correção de bloqueios, generalizações, a janela de Johari e sua aplicação, negociação, feedback, e conclusão completam os 12 capítulos dessa obra que vem reativar a Série Neurolinguística da Qualitymark que foi iniciada em 1996 com o clássico francês de autoria de Pierre Longin, ""Aprenda a Liderar com a Programação Neurolingüística"".

Revisão feita por João Nicolau Carvalho - Professor Universitário, Trainer em PNL
Publicada no Golfinho nº70 - NOV/2000

Editora: Qualitymark
ISBN: 8573032286
Escrito por: Sérgio Miranda
","2015-08-26 03:35:57"
"A Gerência de Si Mesmo",,"uploads/bibliografias/liv063_0.jpg","Poucos privilegiados têm acesso a informações atualizadas sobre o que é utilizado no dia a dia de pequenas, médias e grandes empresas. Poucos ainda se interessam verdadeiramente pela aplicação dos princípios de gerência devido à velha crença em que ""eu sei lidar com o pessoal"".

Entre os que aplicam estes novos conhecimentos, só alguns conseguem atingir os objetivos, pois mudanças de atitudes pessoais implicam em mudanças de velhos hábitos.

Neste livro, a reflexão objetiva sobre o auto gerenciamento permite ao leitor tomar consciência de seus deslizes e perspectivas, selecionar conclusões e aplicá-las em prol de seu bem-estar. Ao fim desse processo sentir-se-á um ser humano melhor, mais feliz e eficaz: um gerente de si mesmo. E, algum dia, de repente, perceberá que deu um passo além verificando que, ao aprimorar-se na gerência de si mesmo, tornou-se um melhor gerente dos outros.

Editora: Summus
ISBN: 8532304974
Escrito por: Antônio Walter A. Nascimento","2015-08-26 04:54:35"
"A Magia da Comunicação",,"uploads/bibliografias/A_MAGIA_DA_COMUNICACAO_1236536957B.jpg","Depois de PÉS NO CHÃO CABEÇA NAS ESTRELAS, mais um super best seller do Dr. Lair Ribeiro é agora adaptado especialmente para o público jovem. Gostoso de se ler, com exemplos maneiros e revelações incríveis, este livro pode ser um marco inesquecível na sua vida. Aprendendo a comunicar-se melhor, é possível a qualquer um transformar poderosamente as suas relações com outras pessoas. As dicas deste livro são como ""palavras mágicas"", que abrem todas as portas. Praticando os exercícios sugeridos pelo Dr. Lair Ribeiro, você pode aumentar a sua inteligência interpessoal, tornando-se um sujeito ativo em sua comunicação com o Universo.

Este livro vai lhe ajudar a ficar sempre ligado na vida, com a mente esperta e afiada, sabendo criar realidade com suas declarações, ler emoções e pensamentos.

Para comprar: Livraria Cultura (link is external) 

Editora: Moderna
ISBN: 8573584890, 9788573584899
Escrito por: Lair Ribeiro","2015-08-26 04:57:32"
"Acorde, Viva seu Sonho",,"uploads/bibliografias/liv211_0.jpg","Neste livro você encontra o mapa da mina, ou seja, a forma mais eficaz de utilizar dos poderes de seu cérebro.
Motiva você para a ação concentrada rumo ao sucesso.

Editora: Eko
ISBN: 8585415908
Escrito por: Ômar Souki","2015-08-26 04:59:12"
"Administrando o Stress",,"uploads/bibliografias/liv062_0.jpg","""Lembro-me de que fiquei fascinada ao descobrir o que acontece com o nosso corpo e a nossa mente numa situação de stress. Percebi, então, que dispomos de mecanismos naturais para nos ajudar a lidar com as pressões de maneira mais eficaz. E quando, em 1986, conheci a Programação Neurolinguística, aprendi a utilizar a energia do stress para obter resultados ainda mais positivos.

Sempre acreditei muito no potencial das pessoas. Espero que este livro traga a você os mesmos benefícios que trouxe para tantas outras pessoas que participaram dos treinamentos que tenho desenvolvido nessa área: mais criatividade, eficácia e evolução.""

MARIA AMÉLIA VALLIM DE OLIVEIRA

Editora: Gente
ISBN: 8573120630
Escrito por: Maria Amélia Vallim de Oliveira
","2015-08-26 05:01:39"
"Ajude-se Fazendo sua Parte",,"uploads/bibliografias/liv161_0.gif","Nós obtemos na vida não o que desejamos, mas simplesmente o que pensamos.

Por meio de nossos pensamentos, alavancados por nossas emoções, somos cocriadores da nossa existência. Portanto, vale a pena refletir:

Quais os pensamentos que estamos tendo, mas não gostaríamos de ter?

Quais os pensamentos que não estamos tendo e gostaríamos de ter?

Lendo este livro, você será estimulado por ideias simples e objetivas que poderão proporcionar-lhe uma reestruturação no seu modo de viver.

A oportunidade está batendo na sua porta, ou melhor, tocando suas mãos.

Editora: Elevação
ISBN: 9788586623547
Escrito por: Lair Ribeiro","2015-08-26 05:03:33"
"Além da Lógica",,"uploads/bibliografias/ArquivoExibir.jpg","Este livro retoma as preocupações e os compromissos de Michael Apple com a luta por uma escola de qualidade para todos, sintonizada com a luta por uma sociedade mais democrática e solidária, capaz de participar da construção de uma globalização por baixo, em oposição à globalização por cima, cujos resultados desastrosos penalizam a classe trabalhadora e todos e todas que se insurgem contra a subalternização da qual são vítimas. O autor denuncia o que vem acontecendo e como vem acontecendo o processo de imposição/expansão do projeto neoliberal que assola o mundo e como se manifesta esse projeto no cotidiano das escolas.


Um sistema é um todo formado por partes conectadas que se afetam mutuamente. O ser humano está imerso em sistemas - seu corpo, sua família e seu trabalho são partes interligadas, e o bom funcionamento dessas áreas depende de equilíbrio.

O mundo também é um sistema. Um desmando político significativo é capaz de influenciar drasticamente toda a economia global. Os efeitos da ação humana descontrolada sobre o meio ambiente podem gerar transtornos inimagináveis para o planeta e as espécies que nele habitam.

É preciso compreender o funcionamento dos sistemas para reconhecer padrões e estabelecer conexões profundas entre os eventos, favorecendo a prevenção de resultados indesejáveis.

Nesta obra, Joseph O´Connor e Ian McDermott apresentam toda a praticidade do pensamento sistêmico. Com base em suas orientações, é possível preparar-se para os acontecimentos em vez de ser surpreendido por eles. Isso possibilita um maior controle sobre o trabalho, a saúde, os relacionamentos, as finanças e a vida, de maneira geral.

O pensamento sistêmico vai além da lógica, captando a combinação de fatores presente em cada situação. Por isso, seu alcance é muito mais profundo que a tradicional visão racional sobre os fatos, que os alinha em relações de causa e efeito, limitadas no tempo e no espaço.

Título original: The Art of Systems Thinking: essential skills for creativity and problem solving
Editora: Summus
ISBN: 9788532307286
Escrito por: Joseph O'Connor, Ian McDermott
","2015-08-26 05:06:03"
"Ansiedade, Fobias e Síndrome do Pânico",,"uploads/bibliografias/liv172_0.jpg","""Ansiedade, Fobias e Síndrome do Pânico"", de Elaine Sheehan, também faz parte da coleção Guias Ágora.

Britânica, a autora é formada em Psicologia Aplicada com especialização em hipnoterapia. É conferencista e orientadora do Britsh Hypnosis Research Center.

Embora haja um capítulo que discuta e apresente medicamentos como agentes ansiolíticos e remédios antidepressivos, o livro, que é de leitura fácil, coloca como ferramentas principais de mudança exercícios de PNL.


Título original: Anxiety, Phobias and Panic Attacks
Editora: Ágora
ISBN: 8571837074
Escrito por: Elaine Sheehan
","2015-08-26 05:11:05"
"Apaixone-se por Você",,"uploads/bibliografias/liv139a_0.jpg","Em sua jornada evolutiva, o ser humano busca a felicidade e a realização pessoal, nos modelos pré estabelecidos pela sociedade, sem questionar e sem analisar outros caminhos.
Em 'Apaixone-Se Por Você', nossos valores que ficam esquecidos em meio a culpa, o medo, a insegurança e, principalmente, diante da necessidade de sermos aceitos.
Esse convite para uma nova relação com você e com o mundo pode te colocar diante de tudo o que você sempre quis.
Apaixone-se por Você! Seja Feliz!


Como você vive sua vida? Você é do tipo empreendedor, realizador? Tem um charme envolvente ao qual ninguém resiste? É o provedor de sua família ou...

E se falarmos de riscos, dentre os financeiros, físicos, emocionais e sociais, ao qual você se expõe mais facilmente e quais você evita a todo custo?

Você sabe, cada um de nós tem seu próprio estilo de vida. Somos únicos! E se você está se identificando com o que dissemos até aqui, este livro é para você. Ele trata questões relevantes tais como Valores, Crenças e o estilo de vida que adotamos e o que podemos fazer se algumas de nossas crenças nos limitam e nos impedem de ser aquilo que queremos. Não leia este livro! Devore-o! Releia-o, compartilhe com seus amigos e Apaixone-se por você!


Título original: Do It Yourself Happiness
Editora: Eko
ISBN: 8585415517
Escrito por: Lee Schnebly
","2015-08-26 05:14:34"
"As 6 Estratégias Para Vencer na Vida, no Amor e nos Negócios",,"uploads/bibliografias/As 6 Estratégias Para Vencer na Vida, no Amor e nos Negócios.jpg","Um guia prático para traçar um plano de ação que levará você ao sucesso

Wolf Rinke revela os ""segredos"" dos homens e mulheres vitoriosos em todos os campos da atividade humana. São estratégias simples, com base científica, e tão poderosas que, ao serem seguidas, vão desenvolver seu potencial ao máximo. Este livro foi escrito para ajudá-lo a desenvolver atitudes que irão mudar radicalmente sua vida: você vai poder optar pela vitória e planejar sua felicidade.

""Wolf Rinke tem a fórmula que transformará sua vida. Use os princípios que ele ensina e divirta-se na escalada para o topo!""

Dianna Booher, escritora

Título original: The 6 success strategies for winning at life, love and business
Editora: Best Seller
ISBN: 8571236399
Escrito por: Wolf J. Rinke","2015-08-26 05:16:22"
"Auto-estima",,"uploads/bibliografias/liv044_0.jpg","Acreditar na sua capacidade de decidir sua vida é um passo essencial para ter uma boa auto-estima e realizar seus ideais. Quem anda com seus próprios passos gosta dos seus pés, confia no seu senso de direção.

O melhor modo de mudar o outro é mudar a si próprio. Este é o princípio básico da ecologia, que é o equilíbrio das condições de vida, e que começa dentro de você.

Mas não basta ler mensagens positivas como estas, para conseguir que isto realmente ocorra na sua própria vida. Faz-se necessária uma mudança estrutural em seu psiquismo. Como conseguir esta mudança?

Trilhando as poderosas e sugestivas metáforas narradas ao longo deste livro, você poderá desvendar cada um dos aspectos que compõem a sua auto-estima. Fazendo os exercícios elaborados pelo Dr. Lair Ribeiro você conseguirá desatar nós e resgatar o seu amor pela pessoa mais importante de sua vida: você mesmo.

Neste livro, você encontra a mais sofisticada tecnologia no campo do desenvolvimento humano, que possibilitará fortalecer a sua auto-estima em um curto período de tempo.


Editora: Leitura
ISBN: 8573584939, 9788573584936
Escrito por: Lair Ribeiro
","2015-08-26 05:17:22"
"Autoconfiança e Entusiasmo",,"uploads/bibliografias/liv199a_0.jpg","Esse livro traz uma mensagem importante para você. São sugestões práticas e eficazes que podem auxiliá-lo a se tornar uma pessoa mais autoconfiante e segura em suas decisões e interações, libertando-se de bloqueios e limitações para expandir seu potencial e viver uma vida plena.

TEMAS ABORDADOS:

Como Você Usa Seus Pensamentos;
Autoconfiança;
Plano de Vida;
Sucesso Profissional;
Autorrealização;
Preocupações;
Relações Humanas;
Vitimação;
Saúde;
Exercícios. Número de páginas: 192

Editora: CDP 5ª Edição
ISBN: 8588047071
Escrito por: Leoclides Marcon","2015-08-26 05:18:39"
"Baixa auto-estima",,"uploads/bibliografias/liv317_0.jpg","Quando alguém não percebe nem reconhece o próprio valor, falta-lhe a base fundamental para ser feliz e ter sucesso na vida. Este guia reúne uma grande variedade de técnicas para despertar e estimular a autoestima, ajudando a desenvolver o potencial de cada um.

Sentir-se bem consigo mesmo permite que a pessoa seja mais tranquila, segura e criativa e mais capaz de assumir responsabilidades em todos os aspectos de sua existência. Aqui você vai ficar sabendo como:

superar os problemas que advêm da baixa autoestima;
dominar a raiva e lidar com as críticas alheias;
curar-se e se desfazer do passado;
criar um futuro mais assertivo.

Título original: Low self-esteem: your questions answered
Editora: Ágora
ISBN: 8571838933
Escrito por: Elaine Sheehan","2015-08-26 16:17:27"
"Como Fazer os Outros Gostar de Si",,"uploads/bibliografias/liv344_0.jpg","Seja em entrevistas de emprego, nas vendas, no estabelecimento de uma rede de contatos ou na liderança de uma equipe, o sucesso no mundo dos negócios depende da nossa capacidade de nos relacionarmos com os outros.

Nicholas Boothman alarga agora o mundo das empresas o seu sistema para criar relacionamentos instantâneos.

A começar pela mais simples de todas as ferramentas - o conjunto constituído por rosto, corpo, atitude e voz - Boothman explica-nos a melhor forma de causar uma primeira impressão inesquecível.

E de seguida, terminados os 90 segundos, a forma de dominar as competências pessoa a pessoa que são tão essenciais para uma comunicação confiante e fluente.

Título original: How to Connect in Business in 90 Seconds or Less
Editora: Bizâncio
ISBN: 9725302001
Escrito por: Nicholas Boothman","2015-08-26 16:20:47"
"Como Domar Seu Gremlin Interior",,"uploads/bibliografias/liv128_0.jpg","Ele diz quem você é, define e interpreta todas as suas experiências. Ele quer que você se sinta mal e realiza esse objetivo abominável através de sofisticadas manobras: quando você pensa que fez prevalecer sua opinião ou que o dominou, ele muda de disfarce e de estratégia. É pegajoso - atraque-se com ele e você acabará ainda mais enredado.
O que ele mais odeia é ser simplesmente notado.
Esse é o primeiro passo para a sua domesticação.

Se você é daqueles que não tem paciência com livros de autoajuda, ou nenhum deles surtiu efeito em você, aqui está uma abordagem mais criativa e prática para solucionar seus problemas existenciais. Usando a poderosa metáfora do gremlin, proposta de forma tão imaginativa pelas palavras de Richard Carson e ilustrações de Novle Rogers, você descobrirá como identificar e banir os aspectos negativos e auto depreciativos de sua personalidade.

Título original: Taming Your Gremlin
Editora: Vértice
Escrito por: Richard D. Carson","2015-08-26 16:21:29"
"Como Superar a Timidez",,"uploads/bibliografias/liv108_0.jpg","Às vezes você se sente insignificante e desanimado?

Quando está num grupo de pessoas, você fica nervoso se tiver de fazer uso da palavra?

Essa timidez não é congênita. Com métodos simples, é possível treinar para não ser deixado à margem ou, conforme o objetivo que se tem em vista, para ocupar o lugar central do grupo.

O Programa Psycho-Power baseia-se no domínio bem-sucedido de técnicas e exercícios testados da Programação Neurolinguística (PNL). Os exercícios são apresentados de forma clara e podem ser praticados sem dificuldade.

Título original: Schüchternheit überwinden
Editora: Cultrix
ISBN: 8531605881
Escrito por: Barbara Schott, Klaus Birker","2015-08-26 16:22:43"
"Comunicação Global",,"uploads/bibliografias/liv047_0.gif","Comunicação Global - A mágica da influência, transmite conhecimentos que poderão transformar positivamente o seu dia a dia, possibilitando-lhe:

ampliar sua inteligência;
usar melhor os seus recursos, ""fazendo mais com menos"";
perceber o contexto psicológico da comunicação e usá-lo a seu favor;
ter mais autoridade no que fala e despertar confiança;
aprender a linguagem dos olhos (""janelas da alma"")
aprender a aprender;
entrar em sintonia com outras pessoas;
aumentar o seu poder pessoal.
Toda tecnologia nova, quando em uso, parece mágica.

Mais de cem mil pessoas já leram e aprovaram COMUNICAÇÃO GLOBAL, que se firmou entre os livros mais vendidos do Brasil ao lado de O SUCESSO NÃO OCORRE POR ACASO e PRO$PERIDADE - Fazendo Amizade com o Dinheiro.

A receptividade dos leitores a esta obra do Dr. Lair Ribeiro incentivou a produção de uma edição ainda mais aprimorada, com novas ilustrações e que traz Teste Inédito de Avaliação de seu Potencial Comunicativo.

Entre em contato com essa tecnologia, torne-se um excelente comunicador, descubra a mágica da influência.

Depois da sobrevivência, a Comunicação é a mais básica e vital de todas as necessidades humanas.

Editora: Leitura
ISBN: 857358517X, 9788573585179
Escrito por: Lair Ribeiro
","2015-08-26 16:25:00"
"Controle o Stress",,"uploads/bibliografias/controle-o-stress.jpeg","Sinopse

Cerca de 50 por cento das pessoas que vão ao médico sofrem de problemas relacionados com o stress - que é também a principal razão que as leva a faltar ao trabalho. Mas porquê? Paul McKenna estuda o fenómeno há mais de 20 anos. E no processo ajudou todo o tipo de pessoas a combater o stress - desde campeões olímpicos a estrelas de Hollywood. Neste livro, baseado no trabalho dos melhores médicos e psicólogos, o autor oferece-nos um conjunto de técnicas que nos acalmam quase de imediato.

Experimente. Leve o livro para casa, leia um pouco, ouça partes do CD de programação da mente. Vai começar a perceber o que é o stress, como lhe faz mal e como é tão fácil dominá-lo. Vai descobrir que afinal a sua vida pode ser muito mais simples. E aos poucos começará a sentir os efeitos, a energia renovada, o reforço do sistema imunitário, as noites bem dormidas. A sua vida é muito melhor do que julga. Viva-a em pleno.

Título original: Control Stress
Editora: Lua de Papel 2011
ISBN: 9789892313931
Escrito por: Paul McKenna","2015-08-26 16:26:22"
"Criando Seu Futuro de Sucesso",,"uploads/bibliografias/liv064_0.jpg","Editora: Gente
ISBN: 8573120452
Escrito por: Renato Hirata


""Os Segredos da Prosperidade""

Esta série trata de como fazer para obter. Seu objetivo é ajudar as pessoas a conseguir a prosperidade por meio de técnicas simples e poderosas, provenientes de várias teorias comprovadas pela História da Humanidade.

Por que algumas pessoas possuem uma habilidade natural para alcançar o sucesso e a realização, enquanto outras parecem condenadas ao fracasso e às frustrações?

Você quer fazer parte desse segundo grupo eternamente?

Se sua resposta for não, anime-se! Este primeiro livro da série Os Segredos da Prosperidade abre caminho para uma vida feliz e realizada!

Em CRIANDO SEU FUTURO DE SUCESSO, Renato Hirata ensina técnicas e modelos de excelência humana que, incorporados à sua rotina diária, certamente o conduzirão ao sucesso. Este, é um livro para ser lido e anotado, para pôr em prática suas ideias e mensagens. Tenha-o como um companheiro de todas as horas.

Risque e rabisque o máximo que puder e não empreste seu livro. Se puder, compre um exemplar para alguém que você estime, pois este é um dos maiores presentes que você poderia dar-lhe: o de mudar a sua vida visando ao crescimento e à prosperidade!

Para comprar: Livraria Cultura (link is external) ","2015-08-26 16:27:28"
"De Bem com a Vida",,"uploads/bibliografias/liv152_0.jpg","De Bem com a Vida - Uma viagem pelos caminhos da Programação Neurolingüística e Consciência Corporal
Editora: Lastro
Escrito por: Vânia Lúcia Slaviero

A bibliografia brasileira de Programação Neurolinguística acaba de ser aumentada por mais uma obras: ""De Bem com a Vida"", de Vânia Lúcia Slaviero (edição da autora, Curitiba - PR).

""De Bem com a Vida"", 420 páginas, é uma espécie de viagem por alguns recantos e eventos da PNL e da consciência corporal, pois casando práticas de Yoga com a Programação Neurolinguística, Vânia vai apresentando um rico mosaico de exercícios em que o corpo e a mente vão se fundindo com o espírito na busca de uma sintonia ""biopsicossocial"". De leitura amena, fartamente ilustrado, alguns dirão que se trata de uma obra de autoajuda, esquecendo-se de que um livro de história ou de matemática também o são.

""De Bem com a Vida"" propõe juntar expressões corporais e algumas práticas de Yoga à PNL, através de exercícios, embora procure não teorizar os possíveis elos existentes entre a Programação Neurolinguística e o pensamento oriental. O livro de Vânia Lúcia Slaviero é pura vivenciação.

Revisão feita por: João Nicolau Carvalho, Professor Universitário, Trainer em PNL
Publicada no Golfinho nº 49 - FEVEREIRO/99","2015-08-26 18:11:59"
"Defina Seu Rumo",,"uploads/bibliografias/liv292_0.jpg","Editora: Angelotti
Escrito por: Neil Hamilton Negrelli Jr., Ana Carolina Chaves

Defina seu Rumo, diferente de tantos outros, traz a realidade tal como é.
O sucesso é um objetivo em comum para a humanidade, todos querem ter sucesso.
Existe um caminho lógico que pode ser aprendido por qualquer pessoa que tenha decidido que deseja alcançar o sucesso e dará a você ferramentas para auxiliá-lo nesse caminho.","2015-08-26 18:15:34"
"Deixe de Fumar Hoje",,"uploads/bibliografias/deixe-de-fumar-hoje.jpeg","Título original: Quit Smoking Today Without Gaining Weight
Editora: Lua de Papel 2011
ISBN: 9789892312750
Escrito por: Paul McKenna

Sinopse

Está preparado para deixar de fumar de uma vez por todas?
Quer deixar de fumar, mas preocupa-se com o peso que pode vir a ganhar? Está farto de ouvir pessoas a dizer-lhe que devia deixar de fumar? Está preocupado com as consequências do tabaco na sua saúde?
Sempre que pensa em deixar de fumar, há uma voz dentro de si que começa a levantar obstáculos, a falar-lhe do peso, do stress, e por aí fora. Essa voz não é a sua, são antes os velhos hábitos (e os cigarros) a falar. E para os dominar, de uma vez por todas, o que precisa é reprogramar a mente, pois é na mente, e só na mente, que esse combate se trava. Esqueça a nicotina, o vício, as tentativas falhadas. Pense num método de programação da mente que se foca sobretudo na criação de novos hábitos, pense num método criado para lhe dar prazer.

Paul McKenna, o mais conhecido hipnoterapeuta do mundo já ajudou mais de 250.000 pessoas a largar o tabaco, muitas delas em direto na televisão. Com o apoio de um CD de programação da mente, exercícios de relaxamento e várias técnicas de programação neurolinguística, deixar de fumar vai ser muito, mas muito mais fácil do que pensa. Deixe de Fumar Hoje. E comece hoje mesmo a sentir o prazer de ser livre.


Descrição
Com mais de 7 milhões de exemplares vendidos, 'O Método Fácil de parar de Fumar' é reconhecido internacionalmente como o programa mais eficiente para acabar com o vício do cigarro. 
Publicado há mais de 20 anos, o livro é até hoje a principal referência para quem deseja parar de fumar e suas vendas vêm crescendo ano após ano através da indicação de quem se tornou um ex-fumante após a sua leitura.
Fumante inveterado durante 33 anos, Allen Carr conhece profundamente a armadilha do cigarro. Ao longo da vida, fez inúmeras tentativas fracassadas de escapar dela até criar seu próprio método. Então, de um dia para o outro, ele passou de 100 cigarros a zero, sem passar por um período de sofrimento intenso, sem engordar, sem se sentir deprimido, mal-humorado ou privado de prazer.
Demonstrando enorme habilidade para convencer o leitor, o autor derruba, um a um, os mitos de que o cigarro alivia o tédio e o estresse, favorece a concentração e o relaxamento, torna a vida mais agradável e aumenta a autoconfiança. Ele acredita que o maior desafio de todo fumante é superar a dependência psicológica provocada pelo cigarro e não a dependência química da nicotina. 
Com uma abordagem inovadora, este método já ajudou milhões de fumantes a abandonarem o vício. Você também pode se libertar desta prisão. Facilmente, permanentemente. Tente!","2015-08-26 18:16:49"
"Despertando seu Poder Pessoal",,"uploads/bibliografias/liv010a_0.jpg","Editora: CDP 4ª Edição
ISBN: 9788588047013
Escrito por: Leoclides Marcon

Este é o terceiro livro de Leoclides Marcon, que há mais de dez anos ministra com sucesso cursos de mudança pessoal, assuntos que aborda em seus livros anteriores (Falar em Público e, Autoconfiança e Entusiasmo).

Este livro objetiva ensinar os básicos da Programação Neurolinguística (PNL) para aplicação a nível pessoal, orienta que o leitor realize os exercícios e faça as técnicas propostas. São técnicas importantes, apresentadas de forma simples e descomplicada.

Ao longo de todo livro encontram-se os pressupostos da PNL exemplificados e desenvolvidos de forma peculiar, parece que o autor está conversando ou dando uma palestra na qual o leitor é o ouvinte.

A maneira acessível como o autor escreve e descreve situações de forma a ilustrar o conteúdo é especialmente atraente para o leitor que está tendo seu primeiro contato com a PNL. As histórias contadas parecem familiares, pois os exemplos são tirados da nossa realidade sulbrasileira. Os relatos das experiências do autor em sua própria vida e das pessoas com as quais trabalhou dão uma dimensão dos resultados que a PNL produz.

Se você tem um amigo que está interessado em PNL e não entende as suas explicações sobre o assunto, se você quer introduzir alguém no mundo da PNL, este livro serve como guia e também pode ser um interessante presente.

Revisão feita por Márcia Hexsel Abichequer
Médica Nefrologista e Master Practitioner em PNL","2015-08-26 18:25:17"
"Desperte seu Gigante Interior",,"uploads/bibliografias/liv037_0.jpg","Título original: Awaken the Giant Within
Editora: Best Seller
ISBN: 8501040223, 8576842408
Escrito por: Anthony Robbins

Baseado em técnicas que já ajudaram milhões de pessoas em todo o mundo, DESPERTE SEU GIGANTE INTERIOR revela como funciona o seu sistema central de tomada de decisões e de que forma você pode usá-lo para obter tudo o que deseja. Anthony Robbins, autor do bestseller Poder Sem Limites, é o maior perito no mundo em Neurolinguística, a ciência que trata do poder da palavra e dos fenômenos neuro-associativos que moldam o comportamento humano. Através de histórias inspiradoras, estudos de casos, testes personalizados de autoajuda e um programa que qualquer pessoa é capaz de seguir, ele demonstra:

-Como as crenças inconscientes controlam sua vida e o que você pode fazer agora para mudar qualquer hábito ou comportamento.
-Como liberar o poder oculto de sua mente.
-Como melhorar seus relacionamentos pessoais e profissionais.
-Como resolver conflitos internos que geram a autossabotagem e outros comportamentos destrutivos.
-Como influenciar aqueles que o cercam.
-Como vencer hábitos debilitantes tais como comer demais, beber e usar drogas.
-Como controlar suas finanças.
-Como obter mudanças significativas em sua vida seguindo um ""desafio mental"" de 10 dias.
-Como controlar suas emoções e experimentar a alegria, a paixão e a realização que você deseja.","2015-08-26 18:26:01"
